Tue, 18 Jan 2022 18:23:05 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_PRAGMA=no-cache
Tue, 18 Jan 2022 18:23:05 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_ENCODING=gzip, deflate, br
Tue, 18 Jan 2022 18:23:05 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_KEY=mxO4wkjmcXk+Y6iM+ZQATg==
Tue, 18 Jan 2022 18:23:05 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_EXTENSIONS=permessage-deflate; client_max_window_bits
Tue, 18 Jan 2022 18:23:05 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' | CONNECT
Tue, 18 Jan 2022 18:38:34 +0100 | ACCESS | http       | url:'http://localhost:9393/' | STATIC
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | websocket  | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'9406' | Cannot receive: websocket: close 1001 (going away)
Tue, 18 Jan 2022 18:38:34 +0100 | TRACE  | websocket  | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'9406' | Terminated websocket connection
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'9406' | Process STDOUT closed
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'9406' | Process 9406 terminated after SIGINT
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'9406' | Process STDERR closed
Tue, 18 Jan 2022 18:38:34 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642526585335660346' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'9406' | DISCONNECT
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_SOFTWARE=websocketd/0.3.0 (go1.9.2 linux-amd64) --
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Parent envvar: PATH=/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/opt/apache-tomcat-9.0.46/bin:/opt/apache-tomcat-9.0.46/bin
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_ADDR=::1
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_HOST=::1
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_NAME=localhost
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PORT=9393
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PROTOCOL=HTTP/1.1
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: GATEWAY_INTERFACE=websocketd-CGI/0.1
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_METHOD=GET
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SCRIPT_NAME=/service.py
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_INFO=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_TRANSLATED=/service.py
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: QUERY_STRING=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: AUTH_TYPE=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_LENGTH=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_TYPE=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_IDENT=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_USER=
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: UNIQUE_ID=1642527514989468015
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_PORT=42748
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_URI=/service.py
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_PRAGMA=no-cache
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CACHE_CONTROL=no-cache
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ORIGIN=http://localhost:9393
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_ENCODING=gzip, deflate, br
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_EXTENSIONS=permessage-deflate; client_max_window_bits
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CONNECTION=Upgrade
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_USER_AGENT=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_UPGRADE=websocket
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_VERSION=13
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_LANGUAGE=de-DE,de;q=0.9,en-US;q=0.8,en;q=0.7
Tue, 18 Jan 2022 18:38:34 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_KEY=BvE3NDJr2Qg/3Sna6LIQhQ==
Tue, 18 Jan 2022 18:38:34 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' | CONNECT
Tue, 18 Jan 2022 18:40:44 +0100 | ACCESS | http       | url:'http://localhost:9393/' | STATIC
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | websocket  | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10175' | Cannot receive: websocket: close 1001 (going away)
Tue, 18 Jan 2022 18:40:44 +0100 | TRACE  | websocket  | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10175' | Terminated websocket connection
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10175' | Process STDOUT closed
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10175' | Process STDERR closed
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10175' | Process 10175 terminated after SIGINT
Tue, 18 Jan 2022 18:40:44 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642527514989468015' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10175' | DISCONNECT
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_SOFTWARE=websocketd/0.3.0 (go1.9.2 linux-amd64) --
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Parent envvar: PATH=/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/opt/apache-tomcat-9.0.46/bin:/opt/apache-tomcat-9.0.46/bin
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_ADDR=::1
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_HOST=::1
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_NAME=localhost
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PORT=9393
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PROTOCOL=HTTP/1.1
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: GATEWAY_INTERFACE=websocketd-CGI/0.1
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_METHOD=GET
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SCRIPT_NAME=/service.py
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_INFO=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_TRANSLATED=/service.py
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: QUERY_STRING=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: AUTH_TYPE=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_LENGTH=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_TYPE=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_IDENT=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_USER=
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: UNIQUE_ID=1642527644976512170
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_PORT=42798
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_URI=/service.py
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CONNECTION=Upgrade
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CACHE_CONTROL=no-cache
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_LANGUAGE=de-DE,de;q=0.9,en-US;q=0.8,en;q=0.7
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_ENCODING=gzip, deflate, br
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_KEY=9usxIK59eNumnv2mOnlqOw==
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_PRAGMA=no-cache
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_USER_AGENT=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_UPGRADE=websocket
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ORIGIN=http://localhost:9393
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_VERSION=13
Tue, 18 Jan 2022 18:40:44 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_EXTENSIONS=permessage-deflate; client_max_window_bits
Tue, 18 Jan 2022 18:40:44 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' | CONNECT
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Traceback (most recent call last):
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/home/finkin/Projects/htw/tms/srv/service.py", line 973, in main
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     serve()
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/home/finkin/Projects/htw/tms/srv/service.py", line 420, in serve
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     if(_SERIAL.in_waiting > 0):
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/home/finkin/.local/lib/python3.8/site-packages/serial/serialposix.py", line 549, in in_waiting
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     s = fcntl.ioctl(self.fd, TIOCINQ, TIOCM_zero_str)
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | OSError: [Errno 5] Input/output error
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | 
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | During handling of the above exception, another exception occurred:
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | 
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Traceback (most recent call last):
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/home/finkin/Projects/htw/tms/srv/service.py", line 984, in <module>
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     main()
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/home/finkin/Projects/htw/tms/srv/service.py", line 978, in main
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     traceback.print_exc(file=os.path.join(
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/usr/lib/python3.8/traceback.py", line 163, in print_exc
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     print_exception(*sys.exc_info(), limit=limit, file=file, chain=chain)
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |   File "/usr/lib/python3.8/traceback.py", line 105, in print_exception
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' |     print(line, file=file, end="")
Tue, 18 Jan 2022 21:54:33 +0100 | ERROR  | stderr     | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | AttributeError: 'str' object has no attribute 'write'
Tue, 18 Jan 2022 21:54:33 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Process STDERR closed
Tue, 18 Jan 2022 21:54:33 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Process STDOUT closed
