Tue, 18 Jan 2022 21:54:33 +0100 | TRACE  | websocket  | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Terminated websocket connection
Tue, 18 Jan 2022 21:54:33 +0100 | DEBUG  | process    | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Process 10280 terminated after stdin was closed
Tue, 18 Jan 2022 21:54:33 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | DISCONNECT
Tue, 18 Jan 2022 21:54:33 +0100 | DEBUG  | websocket  | url:'http://localhost:9393/service.py' id:'1642527644976512170' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' pid:'10280' | Cannot receive: read tcp [::1]:9393->[::1]:42798: use of closed network connection
Wed, 19 Jan 2022 16:12:56 +0100 | ACCESS | http       | url:'http://localhost:9393/' | STATIC
Wed, 19 Jan 2022 16:12:56 +0100 | ACCESS | http       | url:'http://localhost:9393/css/chat.css' | STATIC
Wed, 19 Jan 2022 16:12:56 +0100 | ACCESS | http       | url:'http://localhost:9393/css/routing-tables.css' | STATIC
Wed, 19 Jan 2022 16:12:56 +0100 | ACCESS | http       | url:'http://localhost:9393/js/api.js' | STATIC
Wed, 19 Jan 2022 16:12:56 +0100 | ACCESS | http       | url:'http://localhost:9393/js/chat/Chat.js' | STATIC
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_SOFTWARE=websocketd/0.3.0 (go1.9.2 linux-amd64) --
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Parent envvar: PATH=/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/opt/apache-tomcat-9.0.46/bin:/opt/apache-tomcat-9.0.46/bin
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_ADDR=::1
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_HOST=::1
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_NAME=localhost
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PORT=9393
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PROTOCOL=HTTP/1.1
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: GATEWAY_INTERFACE=websocketd-CGI/0.1
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_METHOD=GET
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SCRIPT_NAME=/service.py
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_INFO=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_TRANSLATED=/service.py
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: QUERY_STRING=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: AUTH_TYPE=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_LENGTH=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_TYPE=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_IDENT=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_USER=
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: UNIQUE_ID=1642605176276151216
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_PORT=50302
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_URI=/service.py
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_USER_AGENT=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_UPGRADE=websocket
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ORIGIN=http://localhost:9393
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_VERSION=13
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_LANGUAGE=de-DE,de;q=0.9,en-US;q=0.8,en;q=0.7
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CONNECTION=Upgrade
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_PRAGMA=no-cache
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CACHE_CONTROL=no-cache
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_KEY=/mpKhnfF1cBVzjGcH8rytA==
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_ENCODING=gzip, deflate, br
Wed, 19 Jan 2022 16:12:56 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_EXTENSIONS=permessage-deflate; client_max_window_bits
Wed, 19 Jan 2022 16:12:56 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642605176276151216' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' | CONNECT
Thu, 20 Jan 2022 08:45:31 +0100 | INFO   | server     |  | Serving from directory      : /home/finkin/Projects/htw/tms/srv
Thu, 20 Jan 2022 08:45:31 +0100 | INFO   | server     |  | Serving static content from : static/
Thu, 20 Jan 2022 08:45:31 +0100 | INFO   | server     |  | Starting WebSocket server   : ws://cero:9393/
Thu, 20 Jan 2022 08:45:31 +0100 | INFO   | server     |  | Serving CGI or static files : http://cero:9393/
Thu, 20 Jan 2022 08:45:37 +0100 | ACCESS | http       | url:'http://localhost:9393/css/basic.css' | STATIC
Thu, 20 Jan 2022 08:45:37 +0100 | ACCESS | http       | url:'http://localhost:9393/css/chat.css' | STATIC
Thu, 20 Jan 2022 08:45:37 +0100 | ACCESS | http       | url:'http://localhost:9393/js/api.js' | STATIC
Thu, 20 Jan 2022 08:45:37 +0100 | ACCESS | http       | url:'http://localhost:9393/js/chat/Chat.js' | STATIC
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_SOFTWARE=websocketd/0.3.0 (go1.9.2 linux-amd64) --
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Parent envvar: PATH=/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/home/finkin/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/opt/apache-tomcat-9.0.46/bin:/opt/apache-tomcat-9.0.46/bin
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_ADDR=::1
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_HOST=::1
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_NAME=localhost
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PORT=9393
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SERVER_PROTOCOL=HTTP/1.1
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: GATEWAY_INTERFACE=websocketd-CGI/0.1
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_METHOD=GET
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: SCRIPT_NAME=/service.py
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_INFO=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: PATH_TRANSLATED=/service.py
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: QUERY_STRING=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: AUTH_TYPE=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_LENGTH=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: CONTENT_TYPE=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_IDENT=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_USER=
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: UNIQUE_ID=1642664737274121198
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REMOTE_PORT=58296
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Std. variable: REQUEST_URI=/service.py
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_PRAGMA=no-cache
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CACHE_CONTROL=no-cache
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_LANGUAGE=de-DE,de;q=0.9,en-US;q=0.8,en;q=0.7
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_KEY=ntYCyXjU9WteNEvdPQQAew==
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_EXTENSIONS=permessage-deflate; client_max_window_bits
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_CONNECTION=Upgrade
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_USER_AGENT=Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_UPGRADE=websocket
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ORIGIN=http://localhost:9393
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_SEC_WEBSOCKET_VERSION=13
Thu, 20 Jan 2022 08:45:37 +0100 | DEBUG  | env        | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' | Header variable HTTP_ACCEPT_ENCODING=gzip, deflate, br
Thu, 20 Jan 2022 08:45:37 +0100 | ACCESS | session    | url:'http://localhost:9393/service.py' id:'1642664737274121198' remote:'::1' command:'/home/finkin/Projects/htw/tms/srv/service.py' origin:'http://localhost:9393' | CONNECT
Thu, 20 Jan 2022 08:45:37 +0100 | ACCESS | http       | url:'http://localhost:9393/favicon.ico' | STATIC
